set	Correct	Subject	SessionTime	Block	Response.ACC	Response.RESP	Response.RT	Stimulus	group	p_universally	p_french	p_dutch	r
t24	le faisan	21	10:18:59	21	0	Le fazant	34037	de fazant	1	I	I	I	no
t24	le faisan	20	16:51:09	21	0	le fezan	10342	de fazant	2	I	I	I	no
t24	le faisan	36	13:25:02	21	0	le fasant	11741	de fazant	2	I	I	I	no
t24	le faisan	24	11:12:07	21	1	le faisan	5504	de fazant	2	I	I	I	no
t24	le faisan	29	10:16:37	21	0	le foisant	51102	de fazant	1	I	I	I	no
t24	le faisan	10	16:44:14	21	0	la fasant	1917	de fazant	2	I	I	I	no
t24	le faisan	15	14:49:18	21	0	le fasant	9289	de fazant	1	I	I	I	no
t24	le faisan	28	12:43:39	21	0	le fasant	26649	de fazant	2	I	I	I	no
t24	le faisan	30	10:46:01	21	0	 le fasant	5629	de fazant	2	I	I	I	no
t24	le faisan	18	9:14:27	21	0	le fazant	3765	de fazant	2	I	I	I	no
t24	le faisan	11	9:23:20	21	0	le fEsant	23061	de fazant	1	I	I	I	no
t24	le faisan	9	9:19:18	21	0	la fazant	18496	de fazant	1	I	I	I	no
t24	le faisan	41	9:42:21	21	0	le fesant	11024	de fazant	1	I	I	I	no
t24	le faisan	25	9:23:33	21	0	le fasant	2408	de fazant	1	I	I	I	no
t24	le faisan	33	12:26:45	21	1	le faisan	1667	de fazant	1	I	I	I	no
t24	le faisan	27	9:12:11	21	0	le fazant	3840	de fazant	1	I	I	I	no
t24	le faisan	23	10:46:39	21	0	le faisant	4988	de fazant	1	I	I	I	no
t24	le faisan	26	14:24:22	21	0	le faisant	3961	de fazant	2	I	I	I	no
t24	le faisan	7	13:22:54	21	0	le fezant	8849	de fazant	1	I	I	I	no
t24	le faisan	5	13:15:07	21	0	le fezan	3670	de fazant	1	I	I	I	no
t24	le faisan	42	14:23:45	21	0	la faisant	5292	de fazant	1	I	I	I	no
t24	le faisan	12	10:15:38	21	0	Le fazant	8689	de fazant	2	I	I	I	no
t24	le faisan	34	14:47:38	21	0	le fazan	2675	de fazant	2	I	I	I	no
t24	le faisan	8	12:41:56	21	0	la fassant	5455	de fazant	2	I	I	I	no
t24	le faisan	14	11:56:44	21	0	la fezante	14931	de fazant	2	I	I	I	no
t24	le faisan	3	9:16:47	21	0	le fazant	3157	de fazant	1	I	I	I	no
t24	le faisan	2	13:48:02	21	0	el fagant	62236	de fazant	2	I	I	I	no
t24	le faisan	32	10:15:52	21	0	le fasant	6806	de fazant	2	I	I	I	no
t24	le faisan	35	12:12:35	21	1	le faisan	2487	de fazant	1	I	I	I	no
